id,track,journey,difficulty,resolution_status,act_consensus,diag_consensus,fabrication,act_owl,act_raven,diag_owl,diag_raven,standalone_fix,has_imperative,case_specific,is_template,correct_subsystem,names_mechanism,causal_chain,consistent_with_resolution,case_specific_diagnosis,fabrication_owl,fabrication_raven,fabrication_detail
J2-8,2,J2: Performance Diagnosis,advanced,resolved,0,2,False,0,0,2,1,False,False,False,False,True,False,False,True,True,False,,n/a
J2-9,2,J2: Performance Diagnosis,intermediate,resolved,2,2,False,2,2,2,2,False,True,True,False,True,False,False,True,True,False,,n/a
J3-1,2,J3: Correctness & Debugging,advanced,resolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J3-10,2,J3: Correctness & Debugging,advanced,resolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J3-11,2,J3: Correctness & Debugging,intermediate,unresolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J3-12,2,J3: Correctness & Debugging,intermediate,unresolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J3-13,2,J3: Correctness & Debugging,intermediate,unresolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J3-14,2,J3: Correctness & Debugging,intermediate,unresolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J3-15,2,J3: Correctness & Debugging,advanced,unresolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J3-16,2,J3: Correctness & Debugging,intermediate,unresolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J3-17,2,J3: Correctness & Debugging,intermediate,unresolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J3-18,2,J3: Correctness & Debugging,advanced,unresolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J3-19,2,J3: Correctness & Debugging,advanced,unresolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J3-2,2,J3: Correctness & Debugging,advanced,resolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J3-20,2,J3: Correctness & Debugging,intermediate,unresolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J3-3,2,J3: Correctness & Debugging,advanced,resolved,2,2,False,2,2,2,2,False,True,True,False,True,True,False,True,False,False,,n/a
J3-4,2,J3: Correctness & Debugging,advanced,resolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J3-5,2,J3: Correctness & Debugging,intermediate,resolved,1,1,False,1,1,1,1,False,True,False,False,True,False,False,True,False,False,,n/a
J3-6,2,J3: Correctness & Debugging,advanced,resolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J3-7,2,J3: Correctness & Debugging,intermediate,resolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J3-8,2,J3: Correctness & Debugging,advanced,resolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J3-9,2,J3: Correctness & Debugging,intermediate,resolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J4-1,2,J4: Graph Breaks,intermediate,resolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J4-10,2,J4: Graph Breaks,advanced,resolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J4-11,2,J4: Graph Breaks,advanced,unresolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J4-12,2,J4: Graph Breaks,intermediate,unresolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J4-13,2,J4: Graph Breaks,intermediate,unresolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J4-14,2,J4: Graph Breaks,intermediate,unresolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J4-15,2,J4: Graph Breaks,intermediate,unresolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J4-16,2,J4: Graph Breaks,advanced,unresolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J4-17,2,J4: Graph Breaks,intermediate,unresolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J4-18,2,J4: Graph Breaks,advanced,unresolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J4-19,2,J4: Graph Breaks,advanced,unresolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J4-2,2,J4: Graph Breaks,advanced,resolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J4-20,2,J4: Graph Breaks,beginner,unresolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J4-3,2,J4: Graph Breaks,intermediate,resolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J4-4,2,J4: Graph Breaks,intermediate,resolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J4-5,2,J4: Graph Breaks,intermediate,resolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J4-6,2,J4: Graph Breaks,intermediate,resolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J4-7,2,J4: Graph Breaks,advanced,resolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J4-8,2,J4: Graph Breaks,advanced,resolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J4-9,2,J4: Graph Breaks,intermediate,resolved,1,1,False,1,1,1,1,False,True,False,True,True,False,False,True,False,False,,n/a
J5-1,2,J5: Performance Optimization,intermediate,resolved,2,2,False,2,2,2,2,False,True,True,False,True,True,False,True,False,False,,n/a
J5-10,2,J5: Performance Optimization,advanced,resolved,2,2,False,2,3,2,2,False,True,True,False,True,True,False,True,False,False,,n/a
J5-11,2,J5: Performance Optimization,advanced,unresolved,0,1,False,0,0,1,3,False,False,False,False,False,True,False,True,False,False,,n/a
J5-12,2,J5: Performance Optimization,intermediate,unresolved,0,2,False,0,2,2,2,False,False,True,False,True,True,False,True,False,False,,n/a
J5-13,2,J5: Performance Optimization,intermediate,unresolved,0,1,False,0,0,1,1,False,False,False,False,True,False,False,True,False,False,,n/a
J5-14,2,J5: Performance Optimization,advanced,unresolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J5-15,2,J5: Performance Optimization,advanced,unresolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J5-16,2,J5: Performance Optimization,advanced,unresolved,0,1,False,0,0,1,1,False,False,False,False,True,False,False,True,False,False,,n/a
J5-17,2,J5: Performance Optimization,advanced,unresolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J5-18,2,J5: Performance Optimization,intermediate,unresolved,0,1,False,0,0,1,1,False,False,False,False,True,False,False,True,False,False,,n/a
J5-19,2,J5: Performance Optimization,intermediate,unresolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J5-2,2,J5: Performance Optimization,advanced,resolved,1,2,False,1,1,2,2,False,True,False,False,True,True,False,True,False,False,,n/a
J5-20,2,J5: Performance Optimization,advanced,unresolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J5-3,2,J5: Performance Optimization,advanced,resolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J5-4,2,J5: Performance Optimization,intermediate,resolved,1,1,False,1,1,1,1,False,True,False,False,True,False,False,True,False,False,,n/a
J5-5,2,J5: Performance Optimization,advanced,resolved,1,1,False,1,1,1,1,False,True,False,False,True,False,False,True,False,False,,n/a
J5-6,2,J5: Performance Optimization,advanced,resolved,2,1,False,2,2,1,2,False,True,True,False,True,False,False,True,False,False,,n/a
J5-7,2,J5: Performance Optimization,intermediate,resolved,0,1,False,0,0,1,1,False,False,False,False,True,False,False,True,False,False,,n/a
J5-8,2,J5: Performance Optimization,intermediate,resolved,0,1,False,0,0,1,1,False,False,False,False,True,False,False,True,False,False,,n/a
J5-9,2,J5: Performance Optimization,intermediate,resolved,0,1,False,0,0,1,1,False,False,False,False,True,False,False,True,False,False,,n/a
J6-1,2,J6: Dynamic Shapes,advanced,resolved,3,3,False,3,2,3,3,True,True,True,False,True,True,False,True,True,False,,n/a
J6-10,2,J6: Dynamic Shapes,beginner,resolved,2,2,False,2,3,2,2,False,True,True,False,True,True,False,True,False,False,,n/a
J6-11,2,J6: Dynamic Shapes,advanced,unresolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J6-12,2,J6: Dynamic Shapes,intermediate,unresolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J6-13,2,J6: Dynamic Shapes,advanced,unresolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J6-14,2,J6: Dynamic Shapes,advanced,unresolved,0,1,False,0,0,1,1,False,False,False,False,True,False,False,True,False,False,,n/a
J6-15,2,J6: Dynamic Shapes,advanced,unresolved,0,1,False,0,0,1,1,False,False,False,False,True,False,False,True,False,False,,n/a
J6-16,2,J6: Dynamic Shapes,advanced,unresolved,0,3,False,0,0,3,3,False,False,False,False,True,True,False,True,True,False,,n/a
J6-17,2,J6: Dynamic Shapes,intermediate,unresolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J6-18,2,J6: Dynamic Shapes,intermediate,unresolved,1,2,False,1,1,2,1,False,True,False,False,True,True,False,True,False,False,,n/a
J6-19,2,J6: Dynamic Shapes,advanced,unresolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J6-2,2,J6: Dynamic Shapes,intermediate,resolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J6-20,2,J6: Dynamic Shapes,advanced,unresolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J6-3,2,J6: Dynamic Shapes,intermediate,resolved,0,3,False,0,0,3,3,False,False,False,False,True,True,True,True,True,False,,n/a
J6-4,2,J6: Dynamic Shapes,intermediate,resolved,0,1,False,0,0,1,1,False,False,False,False,True,False,False,True,False,False,,n/a
J6-5,2,J6: Dynamic Shapes,intermediate,resolved,3,3,False,3,3,3,3,True,True,True,False,True,True,False,True,True,False,,n/a
J6-6,2,J6: Dynamic Shapes,intermediate,resolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J6-7,2,J6: Dynamic Shapes,beginner,resolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J6-8,2,J6: Dynamic Shapes,advanced,resolved,1,1,False,1,1,1,1,False,True,False,False,True,False,False,True,False,False,,n/a
J6-9,2,J6: Dynamic Shapes,intermediate,resolved,0,2,False,0,0,2,3,False,False,False,False,True,True,False,True,False,False,,n/a
J7-1,2,J7: Compile-Time Performance,advanced,resolved,0,3,False,0,0,3,3,False,False,False,False,True,True,False,True,True,False,,n/a
J7-10,2,J7: Compile-Time Performance,beginner,resolved,0,2,False,0,0,2,2,False,False,False,False,True,False,False,True,True,False,,n/a
J7-11,2,J7: Compile-Time Performance,intermediate,unresolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J7-12,2,J7: Compile-Time Performance,advanced,unresolved,0,1,False,0,0,1,1,False,False,False,True,True,False,False,True,False,False,,n/a
J7-13,2,J7: Compile-Time Performance,intermediate,unresolved,0,1,False,0,0,1,1,False,False,False,True,True,False,False,True,False,False,,n/a
J7-14,2,J7: Compile-Time Performance,intermediate,unresolved,0,1,False,0,0,1,1,False,False,False,True,True,False,False,True,False,False,,n/a
J7-15,2,J7: Compile-Time Performance,advanced,unresolved,0,1,False,0,0,1,1,False,False,False,True,True,False,False,True,False,False,,n/a
J7-16,2,J7: Compile-Time Performance,intermediate,unresolved,0,3,False,0,0,3,3,False,False,True,False,True,True,False,True,True,False,,n/a
J7-17,2,J7: Compile-Time Performance,advanced,unresolved,0,1,False,0,0,1,1,False,False,False,False,True,False,False,True,False,False,,n/a
J7-18,2,J7: Compile-Time Performance,advanced,unresolved,0,1,False,0,0,1,1,False,False,False,True,True,False,False,True,False,False,,n/a
J7-19,2,J7: Compile-Time Performance,intermediate,unresolved,0,1,False,0,0,1,1,False,False,False,True,True,False,False,True,False,False,,n/a
J7-2,2,J7: Compile-Time Performance,advanced,resolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J7-20,2,J7: Compile-Time Performance,advanced,unresolved,0,1,False,0,0,1,1,False,False,False,True,True,False,False,True,False,False,,n/a
J7-3,2,J7: Compile-Time Performance,advanced,resolved,0,3,False,0,0,3,2,False,False,False,False,True,True,False,True,True,False,,n/a
J7-4,2,J7: Compile-Time Performance,intermediate,resolved,0,3,False,0,0,3,3,False,False,False,False,True,True,False,True,True,False,,n/a
J7-5,2,J7: Compile-Time Performance,intermediate,resolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J7-6,2,J7: Compile-Time Performance,intermediate,resolved,0,2,False,0,0,2,3,False,False,False,False,True,False,False,True,True,False,,n/a
J7-7,2,J7: Compile-Time Performance,beginner,resolved,0,1,False,0,0,1,1,False,False,False,False,True,False,False,True,False,False,,n/a
J7-8,2,J7: Compile-Time Performance,advanced,resolved,0,3,False,0,0,3,3,False,False,False,False,True,True,False,True,True,False,,n/a
J7-9,2,J7: Compile-Time Performance,intermediate,resolved,0,2,False,0,0,2,2,False,False,True,False,True,False,False,True,True,False,,n/a
J8-1,2,J8: Custom & Higher-Order Ops,intermediate,resolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J8-10,2,J8: Custom & Higher-Order Ops,advanced,resolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J8-11,2,J8: Custom & Higher-Order Ops,advanced,unresolved,0,1,False,0,0,1,1,False,False,False,True,True,False,False,True,False,False,,n/a
J8-12,2,J8: Custom & Higher-Order Ops,advanced,unresolved,0,1,False,0,0,1,1,False,False,False,True,True,False,False,True,False,False,,n/a
J8-13,2,J8: Custom & Higher-Order Ops,advanced,unresolved,0,1,False,0,0,1,1,False,False,False,True,True,False,False,True,False,False,,n/a
J8-14,2,J8: Custom & Higher-Order Ops,advanced,unresolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J8-15,2,J8: Custom & Higher-Order Ops,advanced,unresolved,0,1,False,0,0,1,1,False,False,False,False,True,False,False,True,False,False,,n/a
J8-16,2,J8: Custom & Higher-Order Ops,advanced,unresolved,0,1,False,0,0,1,1,False,False,False,True,True,False,False,True,False,False,,n/a
J8-17,2,J8: Custom & Higher-Order Ops,advanced,unresolved,0,1,False,0,0,1,1,False,False,False,True,True,False,False,True,False,False,,n/a
J8-18,2,J8: Custom & Higher-Order Ops,advanced,unresolved,0,1,False,0,0,1,1,False,False,False,True,True,False,False,True,False,False,,n/a
J8-19,2,J8: Custom & Higher-Order Ops,advanced,unresolved,0,1,False,0,0,1,1,False,False,False,True,True,False,False,True,False,False,,n/a
J8-2,2,J8: Custom & Higher-Order Ops,advanced,resolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J8-20,2,J8: Custom & Higher-Order Ops,advanced,unresolved,0,1,False,0,0,1,1,False,False,False,True,True,False,False,True,False,False,,n/a
J8-3,2,J8: Custom & Higher-Order Ops,advanced,resolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J8-4,2,J8: Custom & Higher-Order Ops,intermediate,resolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J8-5,2,J8: Custom & Higher-Order Ops,advanced,resolved,0,3,False,0,0,3,3,False,False,False,False,True,True,False,True,True,False,,n/a
J8-6,2,J8: Custom & Higher-Order Ops,intermediate,resolved,0,3,False,0,0,3,3,False,False,False,False,True,True,False,True,True,False,,n/a
J8-7,2,J8: Custom & Higher-Order Ops,intermediate,resolved,0,2,False,0,0,2,2,False,False,False,False,True,False,False,True,True,False,,n/a
J8-8,2,J8: Custom & Higher-Order Ops,intermediate,resolved,0,2,False,0,0,2,2,False,False,False,False,True,True,False,True,False,False,,n/a
J8-9,2,J8: Custom & Higher-Order Ops,advanced,resolved,0,2,False,0,0,2,1,False,False,False,False,True,False,False,True,True,False,,n/a
